,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
24688,2,2,11591,11,9,0,9,3,0,1,0,0,19,0,1
24690,55,1,12220,11,9,1,10,1,0,0,0,0,34,0,1
24691,29,2,4965,13,10,1,11,1,3,0,0,0,59,0,1
24692,16,2,9706,11,9,4,7,4,0,1,0,0,36,0,1
24693,5,2,2677,10,4,0,6,3,2,0,0,0,39,5,1
24696,29,2,2303,10,4,1,13,1,0,0,0,0,42,0,1
24697,16,2,6223,1,8,0,9,3,0,1,0,0,19,0,1
24698,15,2,13671,6,0,1,13,1,0,0,0,0,39,36,1
24699,35,1,9272,1,8,2,10,0,0,0,0,0,39,0,1
24700,10,2,14113,1,8,0,0,3,0,1,0,0,39,0,1
24702,5,2,4992,11,9,0,0,0,0,1,0,0,34,0,1
24703,8,2,16601,1,8,2,8,0,0,0,0,0,49,0,1
24705,21,2,11731,13,10,1,9,1,0,0,0,0,39,0,1
24706,20,2,953,1,8,1,11,1,0,0,0,0,49,0,1
24707,32,2,10736,11,9,2,0,4,0,1,0,0,39,0,1
24708,23,1,9630,0,12,1,10,1,0,0,0,0,29,0,1
24710,14,2,9699,11,9,0,0,4,1,1,0,0,39,0,1
24711,23,1,5876,1,8,1,8,1,0,0,0,0,44,0,1
24712,8,2,8401,1,8,2,9,4,0,1,0,0,36,0,1
24715,2,2,1964,7,7,0,12,3,0,1,0,0,29,0,1
24716,18,5,6604,1,8,0,11,0,0,0,0,0,59,0,1
24717,11,2,6110,1,8,2,0,4,0,1,0,0,49,0,1
24718,36,2,4646,1,8,2,9,0,0,1,38,0,39,0,1
24719,16,2,15563,11,9,1,11,1,0,0,0,0,40,0,1
24720,3,2,11572,1,8,0,6,3,0,0,0,0,39,0,1
24721,28,1,18743,0,12,0,9,0,0,1,0,0,34,0,1
24723,17,2,4259,11,9,1,1,1,0,0,0,0,44,0,1
24724,15,2,8968,11,9,0,0,3,0,1,0,0,39,0,1
24725,2,2,10200,11,9,0,11,3,0,0,0,0,24,0,1
24726,7,2,4211,1,8,0,0,3,0,1,0,0,39,0,1
24728,15,2,8726,1,8,0,0,5,0,1,0,0,34,0,1
24730,14,2,17383,11,9,4,9,4,0,1,0,0,39,36,1
24731,4,2,11608,11,9,0,8,3,0,1,0,0,34,0,1
24733,6,2,12826,11,9,1,10,1,0,0,0,0,39,0,1
24736,0,2,16255,1,8,0,0,3,0,0,0,0,19,0,1
24737,50,2,18053,1,8,1,6,1,0,0,0,0,23,0,1
24739,0,2,8448,8,6,0,6,3,0,0,0,0,19,25,1
24740,36,2,8435,1,8,1,10,1,0,0,0,0,39,0,1
24743,31,1,11682,11,9,1,11,1,0,0,0,0,39,0,1
24745,21,2,13021,1,8,4,3,0,1,0,0,0,39,0,1
24747,1,2,3003,1,8,0,2,3,0,1,0,0,9,0,1
24748,6,2,5204,11,9,4,9,4,0,1,0,0,39,0,1
24751,22,2,9046,1,8,0,13,4,0,0,0,0,39,0,1
24753,22,2,7877,11,9,0,8,4,1,1,0,0,39,0,1
24754,4,1,147,11,9,0,12,3,0,0,0,0,39,0,1
24755,9,2,19870,14,3,0,10,0,0,0,0,0,39,36,1
24756,37,3,764,11,9,1,10,1,0,0,0,0,39,0,1
24757,17,2,12234,11,9,2,9,0,0,1,0,0,39,0,1
24758,15,0,17591,1,8,0,11,3,0,0,0,0,39,0,1
24759,42,1,8871,14,3,1,11,1,0,0,0,0,39,0,1
24761,37,2,13486,0,12,6,9,4,0,1,0,0,39,0,1
24762,37,2,14176,0,12,1,1,1,0,0,0,0,39,0,1
24763,50,2,18045,1,8,6,9,0,0,1,5,0,17,0,1
24764,16,2,16350,1,8,1,7,1,0,0,0,0,59,0,1
24765,20,2,3009,1,8,1,0,2,0,1,0,0,39,0,1
24766,30,2,8111,0,12,2,8,0,0,1,0,0,24,3,1
24767,34,2,5994,1,8,2,8,0,0,1,0,0,39,0,1
24768,28,2,13458,1,8,1,11,1,0,0,0,0,39,0,1
24769,2,2,9353,1,8,0,8,0,0,1,0,0,29,0,1
24771,10,2,16675,1,8,0,10,0,1,0,52,0,39,0,1
24772,19,2,12476,11,9,0,8,0,0,1,0,26,39,0,1
24774,34,2,41,1,8,0,0,0,0,1,0,0,39,0,1
24775,28,1,17860,9,13,0,7,0,0,1,0,0,59,0,1
24776,15,2,18600,1,8,2,0,4,0,0,62,0,39,0,1
24777,42,2,5361,1,8,2,8,0,1,1,0,0,39,0,1
24782,12,4,10784,0,12,0,7,3,1,1,0,0,41,0,1
24783,11,2,13005,8,6,0,8,0,1,1,0,0,39,12,1
24784,1,1,7756,8,6,0,9,3,0,1,0,0,39,0,1
24785,32,2,3446,0,12,2,7,0,0,1,0,0,49,0,1
24786,29,2,12590,1,8,2,10,0,0,0,0,0,29,0,1
24788,39,2,15826,0,12,0,7,0,0,1,0,0,44,36,1
24789,24,2,4116,12,11,2,1,4,1,1,0,0,49,0,1
24791,57,1,12511,11,9,1,7,1,0,0,0,28,34,0,1
24792,13,2,14829,1,8,1,1,1,0,0,0,0,39,0,1
24793,45,2,12106,1,8,6,10,4,1,1,0,0,39,0,1
24794,2,2,5812,1,8,0,13,3,0,1,0,0,39,0,1
24795,12,2,11634,1,8,1,0,2,1,1,0,0,39,0,1
24797,19,2,14953,14,3,1,12,1,0,0,0,0,34,36,1
24798,19,2,5898,1,8,0,8,0,0,0,0,0,39,0,1
24799,34,4,1293,12,11,1,0,2,0,1,0,27,29,0,1
24801,12,1,10325,1,8,1,10,1,0,0,0,0,39,0,1
24802,0,2,1976,4,5,0,6,3,0,0,0,0,19,0,1
24803,1,2,4497,1,8,0,0,3,0,1,0,0,19,0,1
24804,23,5,4518,0,12,0,7,3,0,0,0,0,39,0,1
24805,9,5,15854,0,12,0,0,0,0,1,0,0,39,0,1
24806,25,1,3202,11,9,1,10,1,0,0,0,0,44,0,1
24807,15,2,10278,1,8,2,10,0,0,0,0,0,39,0,1
24808,16,2,14547,10,4,1,11,5,0,0,0,0,39,36,1
24811,30,2,6892,1,8,1,10,1,0,0,0,0,39,0,1
24812,20,2,16413,11,9,0,2,3,1,1,0,0,39,0,1
24814,20,2,19412,1,8,1,8,1,0,0,0,0,29,36,1
24816,2,2,14072,1,8,0,9,3,0,0,0,0,49,0,1
24817,15,4,3293,11,9,1,8,1,0,0,0,0,39,0,1
24818,27,4,2319,13,10,2,2,4,2,0,0,0,39,0,1
24819,3,2,11581,11,9,0,8,3,0,1,0,0,15,0,1
24820,12,2,2563,11,9,0,2,0,0,1,0,0,39,0,1
24822,17,2,3665,13,10,0,7,4,0,1,0,0,39,3,1
24823,27,4,1727,0,12,1,1,1,0,0,0,0,51,0,1
24824,1,2,10550,8,6,0,8,3,0,1,0,0,19,0,1
24825,5,2,15776,11,9,0,2,5,0,1,0,0,39,0,1
24827,9,4,16128,11,9,0,3,0,0,0,0,0,39,25,1
24829,4,2,9595,11,9,0,8,3,0,0,0,0,39,0,1
24830,32,4,436,0,12,1,7,1,0,0,0,0,49,0,1
24831,7,2,17695,12,11,0,13,3,0,0,0,0,19,0,1
24833,8,2,16528,11,9,0,3,0,0,0,0,0,59,0,1
24834,13,2,1627,12,11,1,7,1,0,0,0,0,39,0,1
24836,13,2,9405,1,8,1,10,1,0,0,0,0,39,0,1
24837,3,2,14475,1,8,0,0,0,0,0,0,0,39,0,1
24838,14,2,8708,1,8,2,6,0,0,0,0,0,39,0,1
24841,14,2,15583,1,8,0,12,3,0,1,0,0,39,0,1
24842,40,2,109,14,3,6,8,0,0,1,0,0,9,0,1
24843,41,2,17714,1,8,1,10,1,0,0,0,0,39,0,1
24844,24,2,1399,1,8,1,10,1,0,0,0,0,39,0,1
24845,6,2,1527,1,8,0,0,0,0,1,0,0,39,0,1
24846,30,2,15834,1,8,2,8,4,0,1,0,0,39,0,1
24848,9,1,9634,0,12,2,1,0,0,0,0,45,37,0,1
24849,28,3,10232,11,9,0,0,3,0,0,0,0,39,0,1
24851,6,2,9152,11,9,0,6,0,0,0,0,0,39,0,1
24852,3,4,8289,1,8,0,8,4,1,1,0,0,39,0,1
24853,1,2,9137,8,6,0,8,3,0,0,0,0,14,25,1
24854,10,2,8993,0,12,0,1,0,0,1,0,0,39,0,1
24855,8,2,1171,1,8,0,6,0,0,0,0,0,34,0,1
24856,28,2,14986,1,8,0,5,4,1,1,0,0,29,0,1
24857,36,2,8535,11,9,0,1,0,1,1,0,0,39,0,1
24860,6,2,19734,10,4,0,13,5,0,0,0,0,34,36,1
24861,0,2,14625,4,5,0,8,3,0,0,0,0,17,0,1
24862,25,2,14970,1,8,1,10,1,0,0,0,0,39,0,1
24863,44,2,706,7,7,3,7,0,0,0,0,0,39,0,1
24865,4,0,91,11,9,0,10,3,0,0,0,0,34,0,1
24867,31,2,17813,12,11,2,8,0,0,0,0,0,43,0,1
24868,29,2,15202,2,14,2,12,4,0,0,0,0,47,0,1
24869,20,1,7577,1,8,0,12,0,0,0,0,0,81,0,1
24870,18,2,11738,1,8,0,1,0,0,1,0,0,53,0,1
24871,10,4,8879,0,12,0,11,0,0,1,0,0,39,0,1
24872,11,2,11042,11,9,0,9,0,4,0,0,0,39,23,1
24873,2,2,14606,1,8,0,6,3,0,0,0,0,9,0,1
24877,19,0,8719,13,10,3,3,3,0,1,0,0,39,3,1
24878,3,2,12217,7,7,0,8,3,0,0,0,0,34,0,1
24879,11,0,3010,0,12,1,3,1,0,0,0,0,49,0,1
24880,41,2,3422,1,8,1,9,2,0,1,0,0,37,0,1
24881,31,2,18064,1,8,1,9,1,0,0,0,0,39,0,1
24882,22,2,6527,11,9,2,1,4,0,1,0,0,55,0,1
24883,21,2,7983,1,8,1,10,1,0,0,0,55,43,0,1
24884,33,4,17673,12,11,2,7,0,0,1,0,0,39,0,1
24885,18,2,502,0,12,0,7,0,0,1,0,0,39,0,1
24886,28,1,16212,0,12,2,1,4,0,0,0,0,49,0,1
24887,21,5,1646,11,9,1,10,1,0,0,0,0,37,0,1
24889,25,2,14956,0,12,0,7,3,0,1,0,0,11,40,1
24892,46,2,12567,11,9,1,9,1,0,0,0,0,29,0,1
24893,4,2,18568,10,4,0,13,0,0,0,0,0,47,36,1
24896,26,2,3762,11,9,0,0,4,1,1,0,0,39,0,1
24897,18,1,1858,1,8,1,1,1,0,0,0,0,59,0,1
24898,20,2,16334,10,4,1,11,1,0,0,0,0,39,0,1
24899,34,2,18572,1,8,0,10,4,0,1,0,0,44,36,1
24901,2,2,5545,7,7,0,8,3,0,0,0,25,19,0,1
24903,44,2,11051,10,4,6,1,0,1,0,0,0,64,0,1
24904,4,2,10304,1,8,0,9,0,0,1,0,0,39,0,1
24905,28,2,5395,1,8,1,11,1,0,0,0,0,39,0,1
24908,23,4,17270,0,12,1,7,1,0,0,0,0,34,0,1
24909,15,2,14249,1,8,0,13,4,1,1,0,0,39,0,1
24910,38,4,8942,11,9,3,0,4,1,1,0,0,34,0,1
24911,47,2,6856,1,8,6,7,0,0,1,0,0,22,0,1
24912,17,2,3822,1,8,4,0,4,0,0,0,0,39,0,1
24914,41,2,12728,11,9,2,8,4,1,1,0,0,39,0,1
24915,29,2,2385,12,11,1,10,1,0,0,0,17,54,0,1
24916,27,2,10292,13,10,1,1,1,0,0,0,0,39,0,1
24917,14,2,19727,11,9,4,8,4,1,1,0,0,39,0,1
24918,14,3,4692,1,8,0,13,4,0,1,0,0,39,0,1
24920,2,2,5110,7,7,0,9,3,0,1,0,0,17,0,1
24921,39,2,2435,1,8,2,8,4,0,1,0,0,39,0,1
24922,36,4,945,10,4,1,1,1,0,0,0,0,39,0,1
24924,52,2,12222,1,8,6,8,0,0,1,5,0,17,0,1
24926,45,0,11785,1,8,1,8,1,0,0,0,0,39,0,1
24927,22,2,1698,1,8,2,8,4,0,1,0,0,39,0,1
24928,28,3,18670,12,11,0,1,0,0,0,0,0,39,0,1
24929,12,2,14180,11,9,1,0,1,1,0,0,0,49,0,1
24930,16,2,720,11,9,1,8,1,0,0,0,0,39,0,1
24932,12,2,11536,1,8,0,13,0,0,1,0,0,39,0,1
24934,1,2,10832,11,9,0,9,3,0,1,0,0,34,0,1
24935,5,2,11396,1,8,0,12,3,0,0,0,0,39,0,1
24938,31,2,2205,11,9,2,7,4,0,1,0,0,19,0,1
24939,35,3,5439,1,8,2,0,0,0,0,0,0,44,0,1
24941,31,3,19943,1,8,3,0,4,0,1,13,0,39,0,1
24942,8,2,9696,0,12,0,0,3,0,1,0,0,39,0,1
24944,20,2,3857,1,8,0,10,0,0,0,0,0,39,0,1
24945,38,2,14629,4,5,1,11,1,1,0,0,0,44,0,1
24946,50,2,8378,1,8,0,0,0,0,1,0,0,37,0,1
24947,19,2,19154,11,9,2,0,0,0,0,0,0,44,0,1
24948,30,2,18913,1,8,4,9,0,0,1,0,0,51,0,1
24950,8,2,15562,0,12,0,9,0,0,1,0,0,15,0,1
24951,2,2,16291,10,4,0,12,5,0,0,0,0,15,36,1
24952,7,2,14096,14,3,4,13,3,0,0,0,0,39,0,1
24953,13,1,11546,11,9,0,9,3,0,0,0,0,24,0,1
24954,0,2,8042,8,6,0,0,3,0,0,0,0,15,0,1
24955,11,2,4825,0,12,0,0,3,0,0,0,0,39,0,1
24956,17,2,14144,13,10,1,0,1,0,0,63,0,44,0,1
24957,18,2,5899,11,9,1,9,1,0,0,0,0,45,0,1
24958,7,4,19117,11,9,1,3,1,1,0,0,0,39,0,1
24962,5,2,14049,11,9,0,0,3,1,1,0,0,34,0,1
24963,3,2,14090,11,9,0,8,3,0,0,0,0,49,0,1
24964,27,2,4121,1,8,2,8,4,0,1,0,0,39,0,1
24965,21,2,6138,12,11,0,10,0,0,0,0,0,39,0,1
24966,36,2,16935,10,4,6,9,4,1,1,0,0,24,0,1
24967,9,2,7354,11,9,4,9,3,3,0,38,0,47,0,1
24969,6,2,17670,1,8,0,1,0,0,0,0,0,39,0,1
24970,36,2,8152,5,1,1,11,1,0,0,0,0,49,0,1
24971,18,2,10247,1,8,2,10,4,0,0,31,0,39,0,1
24972,24,5,498,1,8,1,9,1,0,0,0,0,61,0,1
24973,14,2,4962,1,8,1,13,1,0,0,0,0,39,0,1
24974,33,2,16399,1,8,6,7,4,1,1,0,0,39,0,1
24976,8,2,9977,8,6,1,2,1,0,0,0,0,39,0,1
24977,6,2,13719,1,8,1,13,1,0,0,0,0,39,0,1
24978,31,2,7150,0,12,0,1,0,0,0,0,0,49,0,1
24979,17,2,3413,11,9,2,9,0,0,1,0,0,59,0,1
24981,26,5,6611,0,12,1,9,5,2,0,0,0,44,23,1
24982,3,2,7137,11,9,0,9,5,0,0,6,0,19,0,1
24984,10,2,2898,11,9,1,0,2,0,1,0,22,39,0,1
24985,18,2,4565,4,5,1,10,1,0,0,0,0,39,0,1
24986,16,2,5336,0,12,0,9,0,0,1,0,0,39,0,1
24987,40,0,16531,11,9,2,10,0,0,1,0,0,39,0,1
24988,26,2,2191,12,11,1,2,1,2,0,0,0,39,0,1
24990,37,2,2940,11,9,2,11,0,0,0,0,0,54,0,1
24991,11,2,490,11,9,2,0,0,0,1,0,0,39,0,1
24992,15,2,17738,1,8,1,10,1,0,0,0,0,39,0,1
24994,35,2,2983,1,8,1,10,1,0,0,0,0,39,0,1
24995,24,2,4594,4,5,1,11,1,0,0,0,0,59,0,1
24996,2,2,14489,1,8,0,12,3,0,0,0,0,39,0,1
24997,16,2,16327,1,8,2,10,3,0,1,0,0,41,0,1
24999,8,2,15523,0,12,1,7,2,0,1,0,0,31,0,1
25000,27,2,8117,8,6,2,9,4,0,1,0,0,43,0,1
25001,3,2,11714,11,9,0,7,3,0,0,0,0,39,0,1
25002,29,2,3466,4,5,3,8,0,2,0,0,0,36,21,1
25003,22,2,8445,1,8,1,9,1,0,0,0,0,49,0,1
25004,17,2,9708,1,8,0,6,0,0,0,0,0,39,0,1
25005,2,2,14023,1,8,0,6,3,0,0,0,0,34,0,1
25007,36,2,7592,10,4,1,11,1,0,0,0,0,39,0,1
25008,29,2,8451,13,10,2,13,4,0,0,0,0,39,0,1
25010,22,2,7972,11,9,0,13,5,2,0,0,0,39,5,1
25011,13,2,19055,1,8,1,6,1,0,0,0,0,39,0,1
25013,16,2,5154,10,4,1,6,1,0,0,0,0,39,0,1
25014,5,2,19939,11,9,1,1,2,0,1,0,0,39,0,1
25015,27,2,11322,11,9,2,8,4,1,1,0,0,34,0,1
25016,13,2,17054,11,9,2,9,4,3,1,0,0,39,0,1
25017,49,2,9276,11,9,2,0,0,0,1,0,0,19,0,1
25018,22,2,9432,0,12,1,10,1,0,0,0,0,39,0,1
25020,17,2,16070,1,8,1,6,2,0,1,0,0,39,0,1
25021,0,2,5378,8,6,0,10,3,0,0,0,0,19,0,1
25024,0,2,3658,8,6,0,8,0,0,0,0,0,19,0,1
25025,43,2,5325,14,3,1,13,1,0,0,50,0,39,7,1
25026,46,2,17311,9,13,1,2,1,0,0,76,0,39,0,1
25027,25,2,13017,12,11,1,9,1,0,0,0,0,39,0,1
25028,13,2,18414,10,4,1,10,1,4,0,0,0,39,36,1
25029,16,2,16217,1,8,1,11,1,0,0,0,0,39,0,1
25030,26,2,14620,11,9,1,9,1,3,0,0,0,39,0,1
25031,3,2,13178,10,4,0,1,5,0,1,0,0,39,36,1
25032,13,2,13083,11,9,0,12,5,1,0,0,0,69,0,1
25033,20,2,5415,1,8,1,11,1,0,0,0,0,44,0,1
25036,48,2,7500,1,8,6,8,4,0,1,0,0,16,0,1
25038,10,2,5210,0,12,1,10,1,0,0,0,0,39,0,1
25040,1,2,8189,7,7,0,9,3,0,1,0,0,19,0,1
25041,24,4,2115,9,13,1,7,1,0,0,0,0,49,0,1
25042,21,2,10781,0,12,0,1,0,0,0,0,13,39,0,1
25043,28,2,6587,1,8,1,13,1,0,0,0,0,39,0,1
25045,16,2,14960,11,9,4,8,4,0,1,0,0,37,18,1
25047,30,2,3924,1,8,2,7,4,3,1,0,0,39,0,1
25048,13,2,18106,12,11,1,0,2,1,1,0,0,19,0,1
25049,19,2,8057,12,11,1,7,1,0,0,0,0,39,0,1
25050,4,2,8134,1,8,0,9,3,0,0,0,0,29,0,1
25051,27,2,4907,0,12,0,7,0,0,0,0,0,39,0,1
25052,16,2,17486,1,8,3,9,0,0,0,0,0,19,0,1
25054,12,2,17315,11,9,1,10,1,0,0,0,0,39,0,1
25058,10,2,16730,0,12,0,7,3,0,1,0,0,39,0,1
25059,4,2,14076,11,9,1,13,1,0,0,0,0,19,0,1
25062,18,2,10678,11,9,1,1,1,0,0,0,0,49,0,1
25064,20,4,4012,11,9,1,11,1,0,0,0,0,39,0,1
25066,9,2,12237,1,8,2,10,0,0,0,0,0,39,0,1
25068,38,3,7003,11,9,1,10,1,0,0,0,0,44,0,1
25070,42,2,12450,1,8,4,10,4,3,1,0,0,39,0,1
25071,53,2,3041,1,8,6,0,4,0,1,0,0,4,0,1
25073,22,2,5687,1,8,2,7,4,0,1,0,0,39,0,1
25074,21,2,15493,10,4,1,6,1,0,0,0,0,39,0,1
25075,16,2,20256,11,9,4,2,4,0,1,0,0,49,8,1
25077,11,2,13575,1,8,0,0,0,0,0,0,0,39,0,1
25078,57,2,15613,4,5,2,8,0,0,1,0,0,0,0,1
25080,18,2,2604,13,10,2,9,0,0,0,0,0,39,0,1
25081,18,1,4286,1,8,2,10,0,0,0,0,0,49,0,1
25083,21,2,16112,11,9,0,9,0,0,0,0,0,49,0,1
25085,29,1,5395,1,8,1,1,1,0,0,0,0,49,0,1
25086,29,2,5313,1,8,2,10,0,0,1,0,0,39,0,1
25089,22,2,9459,12,11,1,3,1,1,0,0,0,59,0,1
25090,14,2,3101,1,8,0,1,3,0,0,0,0,59,0,1
25091,33,4,11007,9,13,2,1,0,0,1,70,0,68,0,1
25092,14,0,1975,0,12,0,7,0,0,1,0,0,39,0,1
25093,10,2,469,11,9,1,10,1,0,0,0,0,44,0,1
25094,10,2,11027,11,9,0,6,0,1,0,0,0,24,0,1
25095,11,2,1709,0,12,0,7,0,0,1,0,0,19,0,1
25096,4,2,13558,1,8,0,8,3,1,1,0,0,29,0,1
25097,40,4,6831,0,12,2,1,0,0,0,0,0,39,0,1
25098,39,4,19654,9,13,2,7,0,0,1,0,0,39,0,1
25100,31,2,12703,6,0,4,8,4,0,1,0,0,39,18,1
25101,19,5,4166,11,9,2,9,4,2,0,0,0,54,0,1
25102,34,2,1668,7,7,1,11,1,0,0,0,0,39,0,1
25103,22,4,18631,12,11,0,11,0,0,0,0,0,47,0,1
25106,34,4,10303,1,8,1,13,1,0,0,0,0,39,0,1
25107,26,0,12529,1,8,1,7,1,0,0,0,0,39,0,1
25109,18,2,12623,1,8,2,1,4,0,1,0,0,49,0,1
25111,22,2,17610,4,5,4,8,3,1,1,0,0,11,0,1
25113,6,2,2196,6,0,0,8,3,0,1,0,0,14,0,1
25114,9,2,17229,8,6,1,13,1,0,0,0,0,39,0,1
25115,8,4,16930,1,8,0,7,3,1,1,0,0,39,0,1
25116,12,2,16194,11,9,4,6,0,1,0,0,0,41,0,1
25117,13,2,18150,1,8,0,13,0,0,0,0,0,44,0,1
25118,40,0,19284,0,12,1,0,1,2,0,0,17,39,21,1
25123,4,2,9444,11,9,0,9,3,0,1,0,0,15,0,1
25124,8,0,9911,11,9,1,0,2,1,1,0,0,39,0,1
25125,44,0,5956,1,8,6,0,4,3,1,0,0,39,0,1
25126,42,2,17870,1,8,1,0,1,0,0,34,0,14,0,1
25127,11,2,6734,1,8,0,6,3,0,0,0,0,39,0,1
25128,7,2,9462,11,9,0,0,4,0,1,0,0,39,0,1
25130,12,2,3280,1,8,5,11,1,0,0,0,0,76,0,1
25131,32,1,13146,10,4,2,8,0,0,1,0,0,19,0,1
25132,24,4,9603,0,12,2,7,4,0,1,0,0,34,0,1
25133,16,2,5511,11,9,0,1,0,1,1,0,0,39,0,1
25136,15,2,19141,11,9,2,6,0,0,0,0,0,15,0,1
25138,7,2,6216,11,9,0,9,3,0,1,0,0,39,0,1
25140,14,0,2862,1,8,0,3,5,2,0,0,0,39,0,1
25142,18,2,11491,1,8,1,8,1,0,0,0,0,39,0,1
25143,33,4,3328,1,8,1,3,1,0,0,0,0,39,0,1
25144,22,2,13149,10,4,2,6,0,0,0,0,0,49,0,1
25145,35,2,16026,14,3,1,8,1,0,0,0,0,47,1,1
25146,27,2,2389,1,8,1,12,1,0,0,0,0,76,0,1
25148,22,2,1444,1,8,1,7,1,0,0,0,0,39,0,1
25152,11,4,692,2,14,1,7,1,0,0,0,0,39,0,1
25153,2,2,18691,7,7,0,7,0,2,1,0,0,24,10,1
25154,18,2,2522,13,10,1,10,1,0,0,0,0,49,0,1
25155,27,2,4143,0,12,1,7,1,0,0,0,0,59,0,1
25156,23,1,8381,0,12,1,0,1,0,0,0,0,39,40,1
25157,3,2,19381,11,9,0,0,3,0,1,0,0,34,0,1
25159,13,2,18202,14,3,4,11,0,0,0,0,0,34,0,1
25161,58,2,3988,1,8,1,9,1,0,0,40,0,19,0,1
25162,0,2,18243,8,6,0,8,3,0,0,0,0,14,0,1
25164,3,2,1298,11,9,0,9,3,0,0,0,0,29,0,1
25165,8,2,14279,12,11,0,2,0,0,0,0,0,29,0,1
25166,10,2,17188,0,12,1,9,1,0,0,0,0,44,0,1
25167,2,2,8208,11,9,0,9,3,0,1,0,0,19,0,1
25168,4,2,2417,11,9,1,9,2,3,1,0,0,39,0,1
25169,2,2,1118,11,9,0,8,3,0,0,0,0,19,0,1
25170,25,2,17864,11,9,0,8,0,0,0,0,0,39,0,1
25171,11,2,5985,4,5,1,10,1,0,0,0,0,35,0,1
25173,42,2,8844,11,9,2,8,4,0,1,0,0,31,0,1
25175,31,5,13010,1,8,1,1,1,0,0,0,0,76,0,1
25176,16,4,9354,1,8,1,3,1,0,0,0,0,39,0,1
25177,10,2,9142,12,11,0,9,0,0,1,0,0,39,0,1
25179,7,2,2000,14,3,0,9,3,0,0,0,0,39,0,1
25181,7,2,15540,3,2,0,12,5,1,0,0,0,39,36,1
25182,12,2,715,1,8,0,1,0,0,0,0,0,39,0,1
25183,7,2,5584,1,8,0,13,3,0,0,0,0,29,0,1
25184,7,2,2046,0,12,0,0,0,0,1,0,0,29,0,1
25185,11,2,8053,11,9,0,1,0,1,1,0,0,44,12,1
25187,19,3,12264,11,9,1,6,1,0,0,0,0,49,0,1
25188,41,0,4407,14,3,1,11,1,0,0,0,0,39,0,1
25189,34,2,17539,11,9,2,1,0,0,1,0,0,35,0,1
25191,22,2,11294,11,9,1,13,1,0,0,0,0,39,0,1
25192,9,2,1878,0,12,0,7,3,2,1,0,0,39,0,1
25193,22,2,10660,11,9,0,10,0,0,0,0,0,39,0,1
25194,11,2,14269,0,12,0,7,0,0,0,0,0,44,0,1
25196,28,2,12099,0,12,3,1,4,0,0,0,0,39,0,1
25197,28,2,5144,13,10,1,10,1,0,0,0,0,39,0,1
25198,6,0,18815,0,12,0,7,0,0,1,0,0,39,0,1
25199,21,2,5506,11,9,0,8,0,0,0,0,15,39,0,1
25200,21,2,8945,8,6,3,11,3,0,0,0,0,35,36,1
25201,22,2,7532,11,9,1,13,1,0,0,0,0,39,0,1
25202,35,2,18918,13,10,0,12,0,0,0,0,0,49,0,1
25203,0,2,8592,7,7,0,9,3,0,1,0,0,5,0,1
25204,14,2,18411,0,12,1,1,1,0,0,0,0,49,0,1
25205,5,2,15530,1,8,0,11,3,1,0,0,0,23,0,1
25206,30,0,4291,1,8,2,0,4,0,1,17,0,37,0,1
25207,11,2,10700,11,9,0,0,0,0,1,0,0,39,0,1
25210,12,2,6719,9,13,0,7,0,1,0,0,0,41,0,1
25212,35,3,12598,11,9,1,0,1,0,0,0,0,39,0,1
25213,18,2,10594,0,12,0,7,0,0,1,0,0,39,0,1
25214,11,2,16034,12,11,0,0,3,0,1,0,0,39,0,1
25217,28,4,7982,1,8,3,0,4,1,1,0,0,39,0,1
25218,4,2,11707,1,8,0,11,3,0,0,0,0,39,0,1
25219,57,2,11138,4,5,1,0,1,0,0,0,0,19,0,1
25220,12,2,14765,1,8,1,11,5,0,0,0,0,39,0,1
25221,22,4,8327,1,8,2,0,4,0,1,0,0,39,0,1
25223,6,5,17290,0,12,0,12,0,0,0,0,0,39,0,1
25224,15,4,8807,12,11,2,1,0,1,1,0,0,39,0,1
25227,6,2,14660,6,0,0,8,0,2,1,0,0,39,13,1
25228,1,2,8323,11,9,0,0,3,0,1,0,0,37,0,1
25229,21,2,9760,1,8,1,6,1,0,0,0,0,39,0,1
25230,16,2,17659,0,12,4,7,0,0,0,70,0,34,0,1
25231,2,5,7179,11,9,0,8,3,2,1,0,0,34,37,1
25232,6,2,563,11,9,0,11,0,0,0,66,0,39,0,1
25233,20,2,12513,1,8,2,2,3,0,0,0,0,44,0,1
25234,8,2,19093,1,8,0,12,3,0,0,0,0,39,0,1
25237,15,2,3412,0,12,0,0,0,0,1,0,0,47,0,1
25239,1,1,330,8,6,0,10,3,0,0,0,0,39,0,1
25240,8,2,13503,1,8,0,11,4,0,0,0,0,39,36,1
25242,36,2,14718,11,9,1,10,1,0,0,0,0,39,0,1
25244,10,2,4060,0,12,0,10,0,0,0,0,0,44,0,1
25245,7,0,17929,1,8,1,3,1,0,0,0,0,39,0,1
25246,37,1,813,14,3,1,13,1,0,0,0,0,49,0,1
25247,6,2,605,11,9,0,9,0,0,1,0,0,29,0,1
25248,28,2,2411,13,10,6,0,0,2,1,0,0,39,0,1
25251,27,4,11555,9,13,0,7,0,0,1,0,31,39,0,1
25252,7,2,4514,1,8,0,11,4,1,0,0,0,39,0,1
25253,22,2,4806,11,9,2,9,3,0,0,0,14,68,0,1
25254,33,2,2383,1,8,3,6,4,0,1,0,0,39,0,1
25256,41,2,16107,0,12,6,1,4,0,1,0,0,39,0,1
